POSTCODE,LAT,LNG
1419,-34.0641,151.094
1420,-33.7261,150.93184
1422,-33.7261,150.93184
1423,-33.7261,150.93184
1424,-33.7261,150.93184
1425,-33.7261,150.93184
1426,-33.7261,150.93184
1427,-33.7261,150.93184
1428,-33.7261,150.93184
1429,-33.7261,150.93184
1430,-33.89023,151.19949
1435,-33.71178,151.10825
1440,-33.90284,151.05791
1441,-33.90284,151.05791
1445,-34.08309,151.00769
1450,-30.30581,153.13679
1455,-33.94709,151.19764
1460,-33.92667,151.21079
1465,-33.88855,151.14074
1466,-33.90656,151.23442
1470,-33.843,151.15196
1475,-33.90911,151.15334
1476,-33.90911,151.15334
1480,-33.93592,151.10003
1481,-33.9646,151.101
1484,-33.9386,151.101
1485,-33.97435,151.14034
1490,-34.03588,151.1072
1493,-33.97587,151.08894
1495,-34.04693,151.12394
1499,-34.0157,151.0622
1515,-33.82461,151.20726
1560,-33.81264,151.2148
1565,-33.86537,151.19307
1570,-33.80809,151.19273
1585,-33.83459,151.20085
1590,-33.292,151.46865
1595,-33.79187,151.18795
1597,-33.79187,151.18795
1602,-33.8148,151.166
1630,-33.70768,151.09981
1635,-33.7046,151.101
1639,-33.79314,151.24675
1640,-33.79314,151.24675
1655,-33.3298,151.50512
1658,-33.69877,151.2168
1660,-33.69877,151.2168
1670,-33.7932,151.12
1675,-33.83303,151.13968
1680,-33.7615,151.13781
1685,-33.80406,151.09064
1700,-33.9503,151.20698
1710,-33.78417,151.1167
1715,-33.75843,151.04911
1730,-33.76026,150.96691
1740,-33.88617,151.13947
1741,-33.88617,151.13947
1750,-33.85705,151.0231
1755,-33.76724,150.96818
1765,-33.73591,151.03053
1771,-33.75843,151.04911
1781,-33.7779,150.932
1790,-33.85905,151.19554
1800,-33.8876,151.12401
1805,-33.89156,151.10082
1811,-33.82328,151.05138
1819,-33.87714,151.09333
1825,-33.87248,151.04477
1830,-33.85929,150.94858
1831,-33.85929,150.94858
1835,-33.88393,151.0238
1851,-33.8498,150.911
1860,-33.85046,150.96112
1871,-33.88833,151.10363
1874,-33.93567,150.94134
1875,-33.93567,150.94134
1885,-33.90742,151.02458
1888,-33.90742,151.02458
1890,-33.96003,150.80209
1891,-33.93222,151.00018
2000,-33.86002,151.25053
2001,-33.79488,151.26807
2002,-33.87712,151.20692
2004,-33.9294,151.2
2006,-33.88922,151.18651
2007,-33.88319,151.19665
2008,-33.89115,151.19386
2009,-33.87122,151.19305
2010,-33.88412,151.21226
2011,-33.8736,151.22163
2012,-33.7261,150.93184
2013,-33.7261,150.93184
2015,-33.91011,151.19483
2016,-33.89491,151.20621
2017,-33.90269,151.20621
2018,-33.9233,151.2027
2019,-33.94692,151.20729
2020,-33.93493,151.18116
2021,-33.8957,151.22724
2022,-33.8964,151.24505
2023,-33.88468,151.25591
2024,-33.90441,151.25939
2025,-33.88871,151.24051
2026,-33.89104,151.26897
2027,-33.86897,151.25049
2028,-33.87841,151.24096
2029,-33.87571,151.26699
2030,-33.85838,151.27598
2031,-33.91451,151.23973
2032,-33.93031,151.22394
2033,-33.91139,151.21843
2034,-33.9291,151.25217
2035,-33.94564,151.24129
2036,-33.96962,151.23784
2037,-33.88018,151.18446
2038,-33.88162,151.17016
2039,-33.86719,151.17192
2040,-33.87877,151.15682
2041,-33.85856,151.18009
2042,-33.90065,151.17535
2043,-33.90352,151.18466
2044,-33.9204,151.1723
2045,-33.8793,151.13868
2046,-33.86604,151.13386
2047,-33.85392,151.16574
2048,-33.89418,151.16564
2049,-33.89722,151.15085
2050,-33.89037,151.17598
2052,-33.90656,151.23442
2055,-33.80284,151.10494
2057,-33.79199,151.1899
2058,-31.2532,146.921
2059,-33.80284,151.10494
2060,-33.83986,151.20456
2061,-33.84878,151.21237
2062,-33.82284,151.21246
2063,-33.81264,151.2148
2064,-33.81321,151.1838
2065,-33.82808,151.19381
2066,-33.81864,151.16091
2067,-33.79838,151.17711
2068,-33.79983,151.20242
2069,-33.78025,151.19537
2070,-33.78042,151.16201
2071,-33.7586,151.1766
2072,-33.75458,151.15318
2073,-33.7573,151.13028
2074,-33.73522,151.12372
2075,-33.72369,151.16729
2076,-33.71475,151.11587
2077,-33.69192,151.09751
2079,-33.66664,151.11268
2080,-33.65817,151.14356
2081,-33.61976,151.1505
2082,-33.55664,151.15889
2083,-33.5232,151.19411
2084,-33.651,151.21693
2085,-33.72878,151.21172
2086,-33.75185,151.22921
2087,-33.76609,151.21053
2088,-33.83069,151.24335
2089,-33.83918,151.21885
2090,-33.82895,151.22309
2091,-33.8279,151.261
2092,-33.79664,151.24181
2093,-33.79315,151.25807
2094,-33.79523,151.27324
2095,-33.81548,151.29468
2096,-33.77636,151.28493
2097,-33.73803,151.2967
2099,-33.74891,151.28
2100,-33.76641,151.25778
2101,-33.70712,151.27114
2102,-33.69129,151.2943
2103,-33.67934,151.30283
2104,-33.66492,151.29092
2105,-33.63943,151.27847
2106,-33.66071,151.3146
2107,-33.63482,151.32329
2108,-33.60382,151.32276
2109,-33.77156,151.11347
2110,-33.8361,151.14913
2111,-33.82995,151.12449
2112,-33.81658,151.10845
2113,-33.79419,151.13023
2114,-33.81099,151.08418
2115,-33.81311,151.05984
2116,-33.81437,151.03694
2117,-33.79713,151.04218
2118,-33.7756,151.04352
2119,-33.7555,151.06418
2120,-33.7311,151.07359
2121,-33.77414,151.07992
2122,-33.79136,151.09207
2123,-33.81545,150.99957
2124,-33.88617,151.13947
2125,-33.75265,151.03181
2126,-33.7249,151.04394
2127,-33.84324,151.07461
2128,-33.83593,151.04759
2129,-33.8641,151.06955
2130,-33.89278,151.13588
2131,-33.8876,151.12401
2132,-33.88242,151.11338
2133,-33.89879,151.10209
2134,-33.88005,151.10176
2135,-33.88101,151.08476
2136,-33.89294,151.08774
2137,-33.85749,151.10375
2138,-33.8445,151.08653
2139,-33.83599,151.09516
2140,-33.83502,151.07085
2141,-33.87248,151.04477
2142,-33.83637,151.01553
2143,-33.88546,151.02345
2144,-33.85187,151.02676
2145,-33.81096,150.95939
2146,-33.78937,150.95951
2147,-33.76608,150.93584
2148,-33.78375,150.90055
2150,-33.81446,151.00651
2151,-33.78709,151.01251
2152,-33.7825,150.99639
2153,-33.73704,150.96333
2154,-33.73238,151.00095
2155,-33.72226,150.93546
2156,-33.65698,150.97453
2157,-33.60217,150.99105
2158,-33.6883,151.03727
2159,-33.53915,151.08415
2160,-33.83588,150.97659
2161,-33.85833,150.98372
2162,-33.88349,151.00413
2163,-33.8872,150.97946
2164,-33.84472,150.88062
2165,-33.87244,150.9475
2166,-33.89274,150.92937
2167,-33.97217,150.89044
2168,-33.91594,150.87535
2170,-33.929,150.92311
2171,-33.93807,150.90954
2172,-33.95111,150.91744
2173,-34.07424,150.91955
2174,-33.9775,150.85671
2175,-33.84503,150.84819
2176,-33.87201,150.88526
2177,-33.89297,150.88175
2178,-33.87478,150.83822
2179,-33.93311,150.81203
2190,-33.8986,151.05181
2191,-33.9068,151.08551
2192,-33.92102,151.08966
2193,-33.91031,151.12086
2194,-33.9176,151.10178
2195,-33.92302,151.07696
2196,-33.93009,151.0578
2197,-33.9012,150.99815
2198,-33.90879,150.98628
2199,-33.90559,151.02317
2200,-33.92607,151.01165
2203,-33.90441,151.139
2204,-33.91229,151.15554
2205,-33.93755,151.14796
2206,-33.92606,151.12288
2207,-33.94874,151.11952
2208,-33.94263,151.098
2209,-33.94913,151.0753
2210,-33.95926,151.05181
2211,-33.96137,151.03221
2212,-33.94729,151.01455
2213,-33.9641,150.99784
2214,-33.94144,150.98159
2216,-33.9556,151.14714
2217,-33.97435,151.14034
2218,-33.97316,151.11745
2219,-33.99659,151.1325
2220,-33.96669,151.10176
2221,-33.99216,151.10599
2222,-33.96471,151.08477
2223,-33.98026,151.07184
2224,-34.01362,151.10189
2225,-33.99744,151.08789
2226,-34.00935,151.06381
2227,-34.04984,151.085
2228,-34.03769,151.10156
2229,-34.05496,151.12003
2230,-34.08368,151.1411
2231,-34.02993,151.19349
2232,-34.08162,151.07521
2233,-34.11463,151.02792
2234,-34.02194,151.00441
2250,-33.32806,151.19298
2251,-33.48221,151.402
2252,-33.3208,151.234
2256,-33.48212,151.33115
2257,-33.52036,151.3744
2258,-33.33319,151.3433
2259,-33.20866,151.39767
2260,-33.42537,151.43694
2261,-33.31479,151.52073
2262,-33.20696,151.53828
2263,-33.2851,151.55622
2264,-33.10668,151.53381
2265,-33.09555,151.41212
2267,-33.08655,151.59173
2278,-32.93241,151.59042
2280,-33.01971,151.66317
2281,-33.09469,151.66227
2282,-32.98728,151.65127
2283,-33.01912,151.57181
2284,-32.95324,151.62118
2285,-32.9333,151.65109
2286,-32.92332,151.53267
2287,-32.89354,151.65896
2289,-32.94857,151.71008
2290,-32.98396,151.7078
2291,-32.95104,151.74288
2292,-32.93159,151.74072
2293,-32.91778,151.7547
2294,-32.91579,151.76741
2295,-32.87947,151.80174
2296,-32.9157,151.74624
2297,-32.90913,151.75013
2298,-32.90563,151.72224
2299,-32.90814,151.70115
2300,-32.93163,151.77802
2302,-32.93127,151.75247
2303,-32.92398,151.74449
2304,-32.88032,151.73862
2305,-32.93022,151.70655
2306,-32.99329,151.68252
2307,-32.88365,151.6881
2308,-32.89288,151.69736
2309,-30.35216,148.89077
2310,-32.1932,151.701
2311,-32.32731,151.51738
2312,-32.14749,152.35153
2314,-32.79745,151.84009
2315,-32.74622,152.1937
2316,-32.77692,152.08327
2317,-32.72094,152.0764
2318,-32.76991,151.8519
2319,-32.73806,152.02728
2320,-32.74174,151.54367
2321,-32.66019,151.6837
2322,-32.81331,151.65243
2323,-32.76693,151.59825
2324,-32.62676,152.31118
2325,-32.98014,151.26998
2326,-32.78521,151.45315
2327,-32.82069,151.48621
2328,-32.57693,150.56482
2329,-32.0475,150.18752
2330,-32.7566,150.9825
2331,-32.68017,151.16531
2333,-32.24857,150.70195
2334,-32.72846,151.38545
2335,-32.6434,151.32394
2336,-32.14622,151.10292
2337,-31.96173,151.07227
2338,-31.73517,151.02916
2339,-31.73574,150.60327
2340,-31.33824,151.13373
2341,-31.34664,150.61105
2342,-31.15522,150.54907
2343,-31.66546,150.14914
2344,-31.17375,150.72957
2345,-30.86434,150.87503
2346,-30.65315,150.71013
2347,-30.27804,150.53641
2348,-31.2532,146.921
2350,-30.48384,151.88722
2351,-30.48913,151.63963
2352,-31.08812,151.24619
2353,-30.97362,151.09561
2354,-31.12765,151.73416
2355,-30.77523,151.15422
2356,-30.6198,148.96949
2357,-31.28498,149.31196
2358,-30.5403,151.29752
2359,-30.20194,150.99927
2360,-29.64232,151.16853
2361,-29.19849,151.14175
2365,-30.11591,151.67303
2369,-29.98537,151.26508
2370,-29.73853,151.83947
2371,-29.36625,151.81468
2372,-29.05632,151.98283
2379,-31.1674,149.70214
2380,-31.04612,150.19915
2381,-31.24417,150.4579
2382,-30.59504,150.17806
2386,-30.05653,148.99968
2387,-29.7768,149.00966
2388,-30.42733,149.00154
2390,-30.34066,149.85175
2395,-31.57152,149.45351
2396,-30.86629,148.98556
2397,-29.91125,149.63489
2398,-29.74106,149.79574
2399,-29.40932,150.22266
2400,-29.47492,149.46215
2401,-29.6119,150.33162
2402,-29.44182,150.54755
2403,-29.58893,150.78662
2404,-29.86526,150.48943
2405,-28.89465,149.64725
2406,-28.92363,148.8074
2408,-29.05462,150.49221
2409,-28.73427,150.36869
2410,-28.80309,150.71554
2411,-29.13119,150.30789
2415,-32.27807,151.85957
2420,-32.27795,151.69306
2421,-32.58285,151.53311
2422,-31.96114,151.86128
2423,-32.38255,152.2906
2424,-31.64836,151.99213
2425,-32.4176,152.00245
2426,-31.81793,152.59534
2427,-31.84232,152.68658
2428,-32.20628,152.45342
2429,-31.77288,152.28376
2430,-31.89408,152.41958
2431,-30.92523,153.05379
2439,-31.64156,152.66618
2440,-30.38924,153.01536
2441,-30.86029,152.80244
2442,-31.4352,152.917
2443,-31.72918,152.74634
2444,-31.43961,152.87253
2445,-31.58492,152.81181
2446,-31.38616,152.46039
2447,-30.76468,152.76676
2448,-30.60467,152.95668
2449,-30.62239,152.70982
2450,-30.14337,152.77502
2452,-30.35717,153.08188
2453,-30.30697,152.64419
2454,-30.46332,152.82491
2455,-30.52937,152.96348
2456,-30.06597,153.14343
2460,-29.33833,153.22721
2462,-29.82919,153.18705
2463,-29.37767,153.11155
2464,-29.47863,153.33363
2465,-29.41262,153.2439
2466,-29.40748,153.35089
2469,-29.18348,152.89546
2470,-28.9166,152.76963
2471,-29.03373,153.24406
2472,-29.15971,153.31241
2473,-29.13704,153.39761
2474,-28.50059,152.90378
2475,-28.54949,152.38531
2476,-28.37776,152.51395
2477,-28.91277,153.42922
2478,-28.85953,153.53513
2479,-28.70954,153.51496
2480,-28.7076,153.26198
2481,-28.66241,153.59167
2482,-28.55038,153.4207
2483,-28.46113,153.49424
2484,-28.37901,153.31935
2485,-28.18424,153.52682
2486,-28.21413,153.48392
2487,-28.28219,153.54864
2488,-28.34099,153.56069
2489,-28.38781,153.55075
2490,-28.27172,153.47264
2500,-34.42425,150.87503
2502,-34.49472,150.87308
2505,-34.46641,150.9439
2506,-34.48494,150.84079
2508,-34.22341,150.96587
2515,-34.30029,150.9299
2516,-34.33211,150.90483
2517,-34.34936,150.89117
2518,-34.37424,150.89102
2519,-34.35558,150.70962
2520,-33.93779,151.13959
2522,-34.4051,150.8778
2525,-34.43723,150.8189
2526,-34.39101,150.77773
2527,-34.58086,150.7554
2528,-34.54872,150.85513
2529,-34.59243,150.84584
2530,-34.50365,150.76628
2533,-34.64538,150.75688
2534,-34.74012,150.79444
2535,-34.76235,150.67639
2536,-35.66738,150.13936
2537,-35.93965,149.9122
2538,-35.36949,150.30636
2539,-35.4864,150.37998
2540,-34.89064,150.59172
2541,-34.96642,150.4809
2545,-36.12766,149.79229
2546,-36.26747,150.21387
2548,-36.85776,149.89815
2549,-36.9532,149.85169
2550,-36.73923,149.69954
2551,-37.27109,149.74635
2555,-33.88338,150.74135
2556,-33.931,150.7296
2557,-33.99818,150.77643
2558,-34.0316,150.79948
2559,-34.05127,150.79361
2560,-34.19946,150.77138
2563,-34.10274,150.74985
2564,-33.99836,150.89492
2565,-33.99136,150.84829
2566,-34.02728,150.84226
2567,-34.05516,150.75649
2568,-34.14738,150.71801
2569,-34.196,150.70888
2570,-34.04357,150.51953
2571,-34.18219,150.61058
2572,-34.19305,150.55919
2573,-34.21844,150.58463
2574,-34.32809,150.59857
2575,-34.35968,150.36028
2576,-34.52561,150.5035
2577,-34.60607,150.42303
2578,-34.71558,150.29323
2579,-34.71185,150.13033
2580,-34.69396,149.73498
2581,-34.76448,149.28663
2582,-34.88876,148.84755
2583,-34.21788,149.26697
2584,-34.71102,148.55524
2585,-34.57233,148.4985
2586,-34.37863,148.79726
2587,-34.53225,148.35984
2588,-34.59949,148.2556
2590,-34.71451,147.89691
2594,-34.24412,148.12962
2600,-35.30291,149.20107
2601,-35.27586,149.1138
2602,-35.2512,149.14765
2603,-35.33038,149.12574
2604,-35.33641,149.14761
2605,-35.33582,149.09346
2606,-35.3521,149.0897
2607,-35.36999,149.09483
2608,-35.28287,149.12937
2609,-35.30927,149.17768
2610,-35.2809,149.13
2611,-35.34633,148.85601
2612,-35.27061,149.13321
2614,-35.25731,149.0498
2615,-35.21679,149.02296
2616,-35.24844,149.07034
2617,-35.23128,149.08668
2618,-35.12047,149.05692
2619,-35.37816,149.19454
2620,-35.33386,149.24184
2621,-35.4698,149.48404
2622,-35.54123,149.81749
2623,-35.55283,149.44508
2624,-36.20962,148.42925
2625,-36.50661,148.30101
2626,-35.94123,149.16855
2627,-36.46224,148.31358
2628,-36.42077,148.81756
2629,-35.96482,148.74303
2630,-36.18575,149.12904
2631,-36.54613,149.29248
2632,-37.02012,149.22045
2633,-36.86521,148.70156
2640,-36.0162,147.02655
2641,-36.03865,146.93044
2642,-35.968,147.88628
2643,-35.93656,146.61754
2644,-35.76794,147.41703
2645,-35.31335,146.36586
2646,-35.74958,146.30371
2647,-35.90546,145.97613
2648,-33.48446,141.91751
2649,-35.60828,148.09121
2650,-35.07269,147.3678
2651,-35.16226,147.46348
2652,-35.32468,147.5717
2653,-35.75745,148.02701
2655,-35.2251,147.04737
2656,-35.32025,146.74196
2658,-35.53574,146.97785
2659,-35.61015,146.76748
2660,-35.69991,147.07831
2661,-35.1577,147.27756
2663,-34.93348,147.71677
2665,-34.31778,146.87863
2666,-34.48778,147.58381
2668,-34.1215,147.40543
2669,-33.81489,146.66748
2671,-33.84159,147.26421
2672,-33.24724,146.40677
2675,-33.45919,145.47925
2678,-35.05933,147.35195
2680,-34.32142,145.91462
2681,-34.11671,146.14674
2700,-34.89706,146.28561
2701,-34.78536,147.20377
2702,-34.86668,147.01424
2703,-34.60794,146.37083
2705,-34.48987,146.37347
2706,-34.56946,145.93753
2707,-34.76886,145.80787
2708,-35.7299,145.329
2710,-35.37425,144.98719
2711,-34.27846,144.42305
2712,-35.75418,145.87281
2713,-35.58634,145.52068
2714,-35.76577,145.39728
2715,-34.25482,143.32315
2716,-35.23912,145.66736
2717,-34.08919,142.08013
2720,-35.37065,148.38725
2721,-34.04948,147.71206
2722,-35.04484,148.09743
2725,-34.44817,147.81581
2726,-34.76957,148.31389
2727,-34.97567,148.38167
2729,-35.22775,147.9238
2730,-35.51004,148.03401
2731,-35.88369,144.66226
2732,-35.5185,144.14794
2733,-35.01371,144.20614
2734,-34.86298,143.47812
2735,-35.15213,143.48561
2736,-34.96518,143.37582
2737,-34.57411,142.87381
2738,-34.18172,142.28549
2739,-34.15455,142.15142
2745,-33.87134,150.67149
2747,-33.72771,150.73679
2748,-33.81104,150.72319
2749,-33.70217,150.68682
2750,-33.75548,150.67855
2751,-33.73213,151.28035
2752,-33.93843,150.58403
2753,-33.60301,150.66287
2754,-33.55789,150.72802
2756,-33.4624,150.88327
2757,-33.55484,150.69209
2758,-33.48482,150.5977
2759,-33.82252,150.78177
2760,-33.759,150.78004
2761,-33.74201,150.84746
2762,-33.69891,150.88426
2763,-33.72711,150.89915
2765,-33.66655,150.83545
2766,-33.81039,150.85076
2767,-33.76914,150.86915
2768,-33.73786,150.92273
2769,-33.70546,150.90549
2770,-33.75644,150.81025
2773,-33.76884,150.62679
2774,-33.73267,150.62902
2775,-33.30516,150.94713
2776,-33.66685,150.55311
2777,-33.69253,150.58796
2778,-33.72854,150.48455
2779,-33.7237,150.45933
2780,-33.83292,150.43564
2782,-33.70713,150.37123
2783,-33.72557,150.43184
2784,-33.72992,150.40705
2785,-33.71066,150.19184
2786,-33.53305,150.31779
2787,-34.04526,150.17709
2790,-33.3762,150.28415
2791,-33.63494,149.16448
2792,-33.62663,149.08632
2793,-33.80183,148.944
2794,-33.89851,148.66484
2795,-33.81726,149.47155
2797,-33.60512,148.95253
2798,-33.46219,149.15876
2799,-33.57133,149.26767
2800,-33.24229,149.10712
2803,-34.17673,148.5237
2804,-33.53956,148.63399
2805,-33.64991,148.42003
2806,-33.37556,148.37558
2807,-34.03649,148.56216
2808,-33.97699,149.02317
2809,-33.97286,148.43232
2810,-33.90287,148.05461
2817,-31.41235,148.8711
2818,-32.44857,148.76157
2820,-32.53749,148.99594
2821,-32.25525,148.11039
2822,-31.93985,148.59405
2823,-32.07687,147.8385
2824,-31.37262,147.81628
2825,-31.8598,147.14031
2826,-31.94235,147.56745
2827,-31.63315,148.64835
2828,-31.2765,148.61851
2829,-30.74872,148.34115
2830,-32.24539,148.65947
2831,-31.88389,146.65143
2832,-29.92393,147.93652
2833,-29.39149,148.37852
2834,-29.28379,147.94767
2835,-31.55182,145.40658
2836,-31.49812,143.27056
2838,-29.3107,147.404
2839,-29.74065,146.98446
2840,-30.08123,145.26316
2842,-31.66433,149.08932
2843,-31.82434,149.7278
2844,-31.92497,149.3193
2845,-33.40496,150.04201
2846,-33.07181,150.11861
2847,-33.40446,149.9698
2848,-32.90141,149.96413
2849,-32.70893,150.05909
2850,-32.68503,149.60292
2852,-32.28933,149.45822
2864,-33.34027,148.73181
2865,-33.17429,148.63611
2866,-33.00726,148.90453
2867,-32.91489,148.66807
2868,-32.73641,148.58943
2869,-32.58403,148.26665
2870,-33.0355,148.16819
2871,-33.47334,147.82888
2873,-32.27492,147.13822
2874,-32.61993,147.53857
2875,-32.95224,147.5993
2876,-33.178,147.76666
2877,-32.74476,146.23199
2878,-32.82322,144.4954
2879,-32.33578,142.55537
2880,-30.33357,142.09172
2890,-32.831,150.13901
2891,-33.8688,151.209
2898,-31.55247,159.08122
2899,-36.08423,146.92878
2900,-35.41891,149.06381
2901,-35.4197,149.069
2902,-35.38398,149.05445
2903,-35.4027,149.08178
2904,-35.41021,149.1114
2905,-35.43101,149.11002
2906,-35.45676,149.08972
2911,-35.21874,149.13251
2912,-35.17245,149.12355
2913,-35.18897,149.12338
2914,-35.16875,149.13056
3000,-37.81444,144.98258
3001,-37.81444,144.98258
3002,-37.81444,144.98258
3003,-37.81087,144.94959
3004,-37.83183,144.97625
3005,-37.82461,144.95086
3006,-37.82427,144.959
3008,-37.81472,144.94804
3010,-37.79615,144.96135
